Subject	Grade	Domain Name	Domain Abbreviation	Domain Name Full	New Cluster Name	Cluster Abbreviation	Cluster Name Full	Cluster (old)	Standard Abbreviation	State Standard	Notes
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with vectors	HSN.VM.B	(HSN.VM.B) Operations with vectors	Perform Operations On Vectors.	HSN.VM.B.4.C	"Understand vector subtraction v ‰ÛÒ w as v + (‰ÛÒw), where ‰ÛÒw is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with vectors	HSN.VM.B	(HSN.VM.B) Operations with vectors	Perform Operations On Vectors.	HSN.VM.B.5	(+) Multiply a vector by a scalar.	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with vectors	HSN.VM.B	(HSN.VM.B) Operations with vectors	Perform Operations On Vectors.	HSN.VM.B.5.A	"Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as c(vx, vy) = (cvx, cvy)."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with vectors	HSN.VM.B	(HSN.VM.B) Operations with vectors	Perform Operations On Vectors.	HSN.VM.B.5.B	"Compute the magnitude of a scalar multiple cv using ||cv|| = |c|v. Compute the direction of cv knowing that when |c|v =íü 0, the direction of cv is either along v (for c > 0) or against v (for c < 0)."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.6	"(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.7	"(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.8	"(+) Add, subtract, and multiply matrices of appropriate dimensions."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.9	"(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties."	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.10	(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.11	(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.	
Math	HSN	Vector &amp; Matrix Quantities	VM	(VM) Vector &amp; Matrix Quantities	Operations with matrices	HSN.VM.C	(HSN.VM.C) Operations with matrices	Perform Operations On Matrices And Use Matrices In Applications.	HSN.VM.C.12	"(+) Work with 2 ÌÑ 2 matrices as transformations of the plane, and interpret the absolute value of the determinant in terms of area."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Independence and conditional probability	HSS.CP.A	(HSS.CP.A) Independence and conditional probability	Understand Independence And Conditional Probability And Use Them To Interpret Data	HSS.CP.A.1	"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (‰ÛÏor,‰Û ‰ÛÏand,‰Û ‰ÛÏnot‰Û)."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Independence and conditional probability	HSS.CP.A	(HSS.CP.A) Independence and conditional probability	Understand Independence And Conditional Probability And Use Them To Interpret Data	HSS.CP.A.2	"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Independence and conditional probability	HSS.CP.A	(HSS.CP.A) Independence and conditional probability	Understand Independence And Conditional Probability And Use Them To Interpret Data	HSS.CP.A.3	"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Independence and conditional probability	HSS.CP.A	(HSS.CP.A) Independence and conditional probability	Understand Independence And Conditional Probability And Use Them To Interpret Data	HSS.CP.A.4	"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Independence and conditional probability	HSS.CP.A	(HSS.CP.A) Independence and conditional probability	Understand Independence And Conditional Probability And Use Them To Interpret Data	HSS.CP.A.5	"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Probabilities of compound events	HSS.CP.B	(HSS.CP.B) Probabilities of compound events	Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model	HSS.CP.B.6	"Find the conditional probability of A given B as the fraction of B‰Ûªs outcomes that also belong to A, and interpret the answer in terms of the model."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Probabilities of compound events	HSS.CP.B	(HSS.CP.B) Probabilities of compound events	Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model	HSS.CP.B.7	"Apply the Addition Rule, P(A or B) = P(A) + P(B) ‰ÛÒ P(A and B), and interpret the answer in terms of the model."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Probabilities of compound events	HSS.CP.B	(HSS.CP.B) Probabilities of compound events	Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model	HSS.CP.B.8	"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model."	
Math	HSS	Conditional Probability &amp; the Rules of Probability	CP	(CP) Conditional Probability &amp; the Rules of Probability	Probabilities of compound events	HSS.CP.B	(HSS.CP.B) Probabilities of compound events	Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model	HSS.CP.B.9	(+) Use permutations and combinations to compute probabilities of compound events and solve problems.	
Math	HSS	Making Inferences &amp; Justifying Conclusions	IC	(IC) Making Inferences &amp; Justifying Conclusions	Random processes underlying statistical experiments	HSS.IC.A	(HSS.IC.A) Random processes underlying statistical experiments	Understand And Evaluate Random Processes Underlying Statistical Experiments	HSS.IC.A.1	Understand statistics as a process for making inferences about population parameters based on a random sample from that population.	
Math	HSS	Making Inferences &amp; Justifying Conclusions	IC	(IC) Making Inferences &amp; Justifying Conclusions	Random processes underlying statistical experiments	HSS.IC.A	(HSS.IC.A) Random processes underlying statistical experiments	Understand And Evaluate Random Processes Underlying Statistical Experiments	HSS.IC.A.2	"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?"	
Math	HSS	Making Inferences &amp; Justifying Conclusions	IC	(IC) Making Inferences &amp; Justifying Conclusions	"Inferences and conclusions from sample surveys, experiments, and observational studies"	HSS.IC.B	"(HSS.IC.B) Inferences and conclusions from sample surveys, experiments, and observational studies"	"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies"	HSS.IC.B.3	"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each."	
Math	HSS	Making Inferences &amp; Justifying Conclusions	IC	(IC) Making Inferences &amp; Justifying Conclusions	"Inferences and conclusions from sample surveys, experiments, and observational studies"	HSS.IC.B	"(HSS.IC.B) Inferences and conclusions from sample surveys, experiments, and observational studies"	"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies"	HSS.IC.B.4	Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.	
Math	HSS	Making Inferences &amp; Justifying Conclusions	IC	(IC) Making Inferences &amp; Justifying Conclusions	"Inferences and conclusions from sample surveys, experiments, and observational studies"	HSS.IC.B	"(HSS.IC.B) Inferences and conclusions from sample surveys, experiments, and observational studies"	"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies"	HSS.IC.B.5	Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.	
Math	HSS	Making Inferences &amp; Justifying Conclusions	IC	(IC) Making Inferences &amp; Justifying Conclusions	"Inferences and conclusions from sample surveys, experiments, and observational studies"	HSS.IC.B	"(HSS.IC.B) Inferences and conclusions from sample surveys, experiments, and observational studies"	"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies"	HSS.IC.B.6	Evaluate reports based on data.	
Math	HSS	Interpreting Categorical &amp; Quantitative Data	ID	(ID) Interpreting Categorical &amp; Quantitative Data	Data on a single count or measurement variable	HSS.ID.A	(HSS.ID.A) Data on a single count or measurement variable	"Summarize, Represent, And Interpret Data On A Single Count Or Measurement Variable"	HSS.ID.A.1	"Represent data with plots on the real number line (dot plots, histograms, and box plots)."	
Math	HSS	Interpreting Categorical &amp; Quantitative Data	ID	(ID) Interpreting Categorical &amp; Quantitative Data	Data on a single count or measurement variable	HSS.ID.A	(HSS.ID.A) Data on a single count or measurement variable	"Summarize, Represent, And Interpret Data On A Single Count Or Measurement Variable"	HSS.ID.A.2	"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."	
