subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.5.A	"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text."		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.5.B	Analyze nuances in the meaning of words with similar denotations.		
English	Grade: 9 - 10	Language	L	Vocabulary Acquisition and Use	L.9-10.6	"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Key Ideas and Details	RH.9-10.1	"Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information."		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Range of Reading and Level of Text Complexity	RH.9-10.10	"By the end of grade 10, read and comprehend history/social studies texts in the grades 9äóñ10 text complexity band independently and proficiently."		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Key Ideas and Details	RH.9-10.2	Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Key Ideas and Details	RH.9-10.3	Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them.		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Craft and Structure	RH.9-10.4	"Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science."		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Craft and Structure	RH.9-10.5	Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Craft and Structure	RH.9-10.6	"Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts."		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.9-10.7	"Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text."		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.9-10.8	Assess the extent to which the reasoning and evidence in a text support the authoräó»s claims.		
English	Grade: 9 - 10	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.9-10.9	Compare and contrast treatments of the same topic in several primary and secondary sources.		
English	Grade: 9 - 10	Reading: Informational Text	RI	Key Ideas and Details	RI.9-10.1	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.		
English	Grade: 9 - 10	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.9-10.10	"By the end of grade 9, read and comprehend literary nonfiction in the grades 9äóñ10 text complexity band proficiently, with scaffolding as needed at the high end of the range."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Key Ideas and Details	RI.9-10.2	"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Key Ideas and Details	RI.9-10.3	"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Craft and Structure	RI.9-10.4	"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper)."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Craft and Structure	RI.9-10.5	"Analyze in detail how an authoräó»s ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter)."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Craft and Structure	RI.9-10.6	Determine an authoräó»s point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.		
English	Grade: 9 - 10	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.9-10.7	"Analyze various accounts of a subject told in different mediums (e.g., a personäó»s life story in both print and multimedia), determining which details are emphasized in each account."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.9-10.8	"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning."		
English	Grade: 9 - 10	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.9-10.9	"Analyze seminal U.S. documents of historical and literary significance (e.g., Washingtonäó»s Farewell Address, the Gettysburg Address, Rooseveltäó»s Four Freedoms speech, Kingäó»s äóìLetter from Birmingham Jailäó), including how they address related themes and concepts."		
English	Grade: 9 - 10	Reading: Literature	RL	Key Ideas and Details	RL.9-10.1	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.		
English	Grade: 9 - 10	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.9-10.10	"By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9äóñ10 text complexity band proficiently, with scaffolding as needed at the high end of the range."		
English	Grade: 9 - 10	Reading: Literature	RL	Key Ideas and Details	RL.9-10.2	"Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text."		
English	Grade: 9 - 10	Reading: Literature	RL	Key Ideas and Details	RL.9-10.3	"Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme."		
English	Grade: 9 - 10	Reading: Literature	RL	Craft and Structure	RL.9-10.4	"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone)."		
English	Grade: 9 - 10	Reading: Literature	RL	Craft and Structure	RL.9-10.5	"Analyze how an authoräó»s choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise."		
English	Grade: 9 - 10	Reading: Literature	RL	Craft and Structure	RL.9-10.6	"Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature."		
English	Grade: 9 - 10	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.9-10.7	"Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Audenäó»s äóìMusí©e des Beaux Artsäó and Breugheläó»s Landscape with the Fall of Icarus)."		
